MATERIAL.1,THICKNESS.1,COATING.EG.1,COATING.HDG.1,COATING.WEIGHT.1,SURFACE.CLASS.1,MATERIAL.2,THICKNESS.2,COATING.EG.2,COATING.HDG.2,COATING.WEIGHT.2,SURFACE.CLASS.2,WELD.FORCE,MIN.BUTTON.DIA.OF.STACK.UP,WELD.CURRENT,WELD.TIME,QualityClass
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.6,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.7,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.8,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.8,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.9,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,4.9,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.1,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.1,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.1,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.1,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.2,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.2,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.2,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.2,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.3,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.3,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.3,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.4,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.4,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.5,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.5,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.5,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.6,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.7,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.8,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.8,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.8,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.8,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.8,300.06,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,5.9,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,200.04,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,300.06,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,300.06,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,300.06,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6,300.06,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.1,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.1,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.1,200.04,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.1,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.1,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.2,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.2,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.2,300.06,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.3,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.3,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.4,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.5,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.5,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.5,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.6,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.7,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Undersized
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,250.05,Satisfactory
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.8,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.9,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.9,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,6.9,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.1,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.1,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.2,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.2,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.3,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.3,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.4,200.04,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.4,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.5,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.6,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.7,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.7,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.8,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,7.9,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,8,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,8,300.06,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,8.1,250.05,Discrepant
2,1.2,0,0,0,3,2,1.2,0,0,0,3,910,4.5,8.2,250.05,Discrepant
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,7.5,480,Discrepant
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,7.5,480,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,7.8,480,Discrepant
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,7.8,480,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,7.8,480,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8,480,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8,480,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8,480,Satisfactory
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.2,380,Discrepant
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.2,380,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.2,380,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.3,480,Satisfactory
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.3,480,Satisfactory
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.5,380,Discrepant
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.5,380,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.5,380,Satisfactory
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.5,480,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.8,380,Discrepant
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,8.8,380,Satisfactory
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,9.1,380,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,9.1,380,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,9.1,380,Satisfactory
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,9.4,380,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,9.4,380,Undersized
1,1.2,0,1,70,1,1,1.2,0,1,70,1,899,6,9.4,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,7.5,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,7.5,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,7.8,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,7.8,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,7.8,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.1,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.1,400,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,380,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,380,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,380,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,600,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,600,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,650,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,700,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,700,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,700,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,750,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.2,800,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.4,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.4,400,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,380,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,380,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,600,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,650,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,650,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,650,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,700,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,800,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.5,800,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.7,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.7,400,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,600,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,600,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,650,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,650,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,650,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,750,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,750,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,750,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,800,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,800,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,8.8,800,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,300,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,300,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,300,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,400,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,400,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,400,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,400,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,500,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,500,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,500,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,600,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,800,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,800,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9,800,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,600,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,650,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,650,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,700,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,700,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,750,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,750,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,750,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,800,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,800,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.1,800,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,380,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,380,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,380,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,600,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,600,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,600,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,650,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,650,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,650,Satisfactory
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,700,Discrepant
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,700,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,700,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,750,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,750,Undersized
1,1.2,0,1,94,1,1,1.2,0,1,94,1,1011,6,9.4,750,Undersized
