MATERIAL.1,THICKNESS.1,COATING.EG.1,COATING.HDG.1,COATING.WEIGHT.1,SURFACE.CLASS.1,MATERIAL.2,THICKNESS.2,COATING.EG.2,COATING.HDG.2,COATING.WEIGHT.2,SURFACE.CLASS.2,WELD.FORCE,MIN.BUTTON.DIA.OF.STACK.UP,WELD.CURRENT,WELD.TIME,QualityClass
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.3,720,Discrepant
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.3,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.3,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.6,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.6,720,Satisfactory
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.6,720,Satisfactory
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.9,720,Discrepant
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.9,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,7.9,720,Satisfactory
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.2,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.2,720,Satisfactory
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.2,720,Satisfactory
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.5,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.5,720,Satisfactory
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.5,720,Satisfactory
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.8,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.8,720,Undersized
5,0.8,0,0,0,3,5,0.8,0,0,0,3,674,5,8.8,720,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,7.5,300,Discrepant
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,7.5,300,Undersized
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,7.5,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,7.8,300,Undersized
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,7.8,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,7.8,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.1,300,Undersized
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.1,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.1,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.4,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.4,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.4,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.3,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.3,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.6,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.6,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,300,Undersized
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,300,Undersized
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,300,Satisfactory
4,1.2,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,7.5,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,7.5,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,7.8,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,7.8,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,7.8,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.1,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.1,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.1,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.4,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.4,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.4,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.7,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,8.7,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,499,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,8.1,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,8.1,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,8.4,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,8.4,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,8.7,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,8.7,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,8.7,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.5,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.5,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,10.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.1,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.1,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.3,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.4,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.4,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.7,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.7,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.7,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,11.8,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,12,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,12,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,741,6,12,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,600,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,600,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,600,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,700,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,700,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,8.7,700,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9,700,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9,700,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9,700,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.2,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.2,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.2,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.3,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.3,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.3,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.6,700,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.6,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.6,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.7,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.7,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.7,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,9.9,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,10.2,600,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,10.2,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,10.2,600,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,10.2,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,10.2,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,899,6,10.2,700,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,7.5,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,7.5,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,7.5,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,7.8,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,7.8,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,7.8,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,8.1,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,8.1,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,8.4,300,Discrepant
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,8.4,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,8.7,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,8.7,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,8.7,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.3,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.3,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.3,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.6,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,9.9,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,10.2,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,10.5,300,Undersized
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,10.5,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,10.5,300,Satisfactory
4,1.4,0,1,70,1,4,1.4,0,1,70,1,1124,6,10.5,300,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.1,410,Discrepant
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.1,410,Discrepant
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.1,410,Discrepant
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.4,410,Undersized
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.4,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.4,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.7,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.7,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,8.7,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.3,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.3,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.6,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.6,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.6,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,9.9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.2,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.2,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.2,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.5,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.5,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.5,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.8,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.8,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,10.8,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.1,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.1,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.1,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.4,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.4,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.4,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.7,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.7,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,11.7,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.3,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.3,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.3,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.6,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.6,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.6,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,12.9,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,13.2,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,13.2,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,13.5,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,13.5,410,Satisfactory
4,1.5,0,1,50,1,3,1.5,0,1,50,1,989,5,13.5,410,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,4.7,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,5,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,5.3,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,5.4,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,5.6,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,5.7,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,5.9,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.1,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.2,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.2,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.3,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,200.04,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,200.04,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,233.38,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.5,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.6,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.6,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.6,200.04,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.6,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.6,233.38,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,166.7,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,166.7,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,200.04,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,233.38,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.7,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.8,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.8,233.38,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.8,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.8,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.8,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,166.7,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,200.04,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,233.38,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,6.9,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7,233.38,Undersized
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.1,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.1,166.7,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.1,233.38,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.1,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.1,233.38,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.2,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.2,166.7,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.2,166.7,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.2,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.2,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.3,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.3,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.4,200.04,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.4,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.4,200.04,Satisfactory
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.5,166.7,Discrepant
3,0.8,0,1,60,1,3,1,0,1,60,1,670,3.7,7.5,200.04,Satisfactory
